length,protocol,src_port,dst_port,flags,label
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1398,0,443,61314,0,0
66,0,443,61314,0,0
81,0,57858,443,0,0
1494,0,443,53521,0,0
83,0,57858,443,0,0
81,0,57858,443,0,0
81,0,57858,443,0,0
87,0,57858,443,0,0
93,0,57858,443,0,0
133,0,57858,443,0,0
66,0,443,61314,0,0
142,0,443,61314,0,0
1494,0,443,61314,0,0
1134,0,443,61314,0,0
68,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
81,0,63942,443,0,0
81,0,63942,443,0,0
1292,0,443,63942,0,0
81,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
79,0,61314,443,0,0
81,0,63942,443,0,0
82,0,63942,443,0,0
82,0,63942,443,0,0
82,0,63942,443,0,0
82,0,63942,443,0,0
82,0,63942,443,0,0
79,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
79,0,63942,443,0,0
79,0,63942,443,0,0
84,0,63942,443,0,0
1292,0,443,63942,0,0
79,0,63942,443,0,0
79,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
79,0,63942,443,0,0
590,0,61314,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
80,0,63942,443,0,0
79,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
76,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
76,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
72,0,443,61314,0,0
76,0,63942,443,0,0
76,0,63942,443,0,0
76,0,63942,443,0,0
77,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
1292,0,443,63942,0,0
74,0,443,61314,0,0
75,0,61314,443,0,0
77,0,38817,15600,0,0
162,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
389,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
389,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
74,0,61314,443,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
74,0,61314,443,0,0
74,0,61314,443,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
74,0,61314,443,0,0
74,0,61314,443,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
74,0,61314,443,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
75,0,61314,443,0,0
75,0,61314,443,0,0
81,0,61314,443,0,0
75,0,61314,443,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
75,0,61314,443,0,0
75,0,61314,443,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
218,0,61314,443,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
205,0,61314,443,0,0
75,0,61314,443,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
352,0,61314,443,0,0
74,0,443,61314,0,0
75,0,61314,443,0,0
67,0,443,61314,0,0
368,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
781,0,443,61314,0,0
68,0,443,61314,0,0
76,0,61314,443,0,0
82,0,61314,443,0,0
76,0,61314,443,0,0
76,0,61314,443,0,0
76,0,61314,443,0,0
77,0,61314,443,0,0
68,0,443,61314,0,0
66,0,52033,443,2,0
365,0,443,61314,0,0
76,0,443,61314,0,0
65,0,443,61314,0,0
66,0,443,52033,18,0
54,0,52033,443,16,0
81,0,61314,443,0,0
1821,0,52033,443,24,0
68,0,443,61314,0,0
54,0,443,52033,16,0
153,0,443,52033,24,0
667,0,52033,443,24,0
54,0,443,52033,16,0
553,0,59444,443,0,0
1506,0,443,52033,16,0
1506,0,443,52033,16,0
1506,0,443,52033,16,0
1506,0,443,52033,16,0
1506,0,443,52033,16,0
101,0,443,52033,24,0
1506,0,443,52033,24,0
66,0,52033,443,16,0
128,0,52033,443,24,0
146,0,52033,443,24,0
4026,0,52033,443,24,0
54,0,443,52033,16,0
513,0,443,52033,24,0
116,0,443,52033,24,0
54,0,443,52033,16,0
85,0,443,52033,24,0
54,0,443,52033,16,0
54,0,443,52033,16,0
54,0,52033,443,16,0
85,0,52033,443,24,0
54,0,443,52033,16,0
1287,0,63942,443,0,0
1292,0,63942,443,0,0
227,0,63942,443,0,0
72,0,443,63942,0,0
178,0,443,63942,0,0
1287,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
82,0,63942,443,0,0
76,0,63942,443,0,0
76,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
76,0,63942,443,0,0
76,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
70,0,443,59444,0,0
76,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
76,0,63942,443,0,0
76,0,63942,443,0,0
78,0,63942,443,0,0
204,0,61314,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
205,0,61314,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
77,0,63942,443,0,0
297,0,443,61314,0,0
352,0,443,61314,0,0
66,0,443,61314,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
77,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
77,0,63942,443,0,0
298,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
77,0,63942,443,0,0
812,0,443,61314,0,0
66,0,443,61314,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
77,0,63942,443,0,0
573,0,443,59444,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
76,0,63942,443,0,0
77,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
79,0,63942,443,0,0
79,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
147,0,53521,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
146,0,53521,443,0,0
147,0,53521,443,0,0
147,0,53521,443,0,0
147,0,53521,443,0,0
147,0,53521,443,0,0
79,0,63942,443,0,0
79,0,63942,443,0,0
81,0,63942,443,0,0
86,0,63942,443,0,0
81,0,63942,443,0,0
81,0,63942,443,0,0
81,0,63942,443,0,0
81,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
81,0,63942,443,0,0
81,0,63942,443,0,0
81,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
81,0,63942,443,0,0
76,0,63942,443,0,0
148,0,53521,443,0,0
77,0,63942,443,0,0
148,0,53521,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
77,0,63942,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
71,0,443,53521,0,0
71,0,443,53521,0,0
71,0,443,53521,0,0
72,0,443,53521,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
325,0,443,53521,0,0
1494,0,443,53521,0,0
1494,0,443,53521,0,0
1494,0,443,53521,0,0
1275,0,443,53521,0,0
65,0,443,53521,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
279,0,443,53521,0,0
313,0,443,53521,0,0
65,0,443,53521,0,0
302,0,443,53521,0,0
321,0,443,53521,0,0
347,0,443,53521,0,0
278,0,443,53521,0,0
1473,0,443,53521,0,0
702,0,443,53521,0,0
65,0,443,53521,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
65,0,443,53521,0,0
331,0,443,53521,0,0
312,0,443,53521,0,0
646,0,443,53521,0,0
65,0,443,53521,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
598,0,443,53521,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
288,0,443,53521,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
65,0,443,53521,0,0
65,0,443,53521,0,0
917,0,443,53521,0,0
65,0,443,53521,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
77,0,63942,443,0,0
74,0,53521,443,0,0
74,0,53521,443,0,0
78,0,53521,443,0,0
74,0,53521,443,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
1292,0,443,63942,0,0
105,0,443,52034,24,0
1800,0,52034,443,24,0
349,0,61314,443,0,0
75,0,443,61314,0,0
75,0,61314,443,0,0
537,0,61314,443,0,0
54,0,443,52034,16,0
75,0,443,61314,0,0
75,0,61314,443,0,0
402,0,443,61314,0,0
875,0,443,61314,0,0
66,0,443,61314,0,0
82,0,61314,443,0,0
1285,0,61314,443,0,0
327,0,61314,443,0,0
68,0,443,61314,0,0
75,0,443,61314,0,0
75,0,61314,443,0,0
906,0,443,52034,24,0
110,0,443,61314,0,0
859,0,443,61314,0,0
65,0,443,61314,0,0
64,0,443,61314,0,0
1442,0,443,61314,0,0
85,0,61314,443,0,0
73,0,443,61314,0,0
75,0,61314,443,0,0
54,0,52034,443,16,0
720,0,61314,443,0,0
308,0,61314,443,0,0
75,0,443,61314,0,0
75,0,61314,443,0,0
75,0,443,61314,0,0
75,0,61314,443,0,0
110,0,443,61314,0,0
65,0,443,61314,0,0
82,0,61314,443,0,0
68,0,443,61314,0,0
110,0,443,61314,0,0
65,0,443,61314,0,0
82,0,61314,443,0,0
436,0,61314,443,0,0
75,0,443,61314,0,0
75,0,61314,443,0,0
241,0,61314,443,0,0
504,0,61314,443,0,0
77,0,46041,15600,0,0
314,0,61314,443,0,0
316,0,61314,443,0,0
81,0,443,61314,0,0
324,0,443,61314,0,0
82,0,61314,443,0,0
721,0,443,61314,0,0
66,0,443,61314,0,0
75,0,61314,443,0,0
370,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
746,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
1494,0,443,61314,0,0
